"","fips","n50"
"188",42051,9122
"189",42053,4
"190",42055,1344
"191",42057,78
"192",42059,450
"193",42061,995
"194",42063,540
"195",42065,33
"196",42067,28
"197",42069,778
"198",42071,2807
"199",42073,2213
"200",42075,222
"201",42077,622
"202",42079,929
"203",42081,1174
"204",42083,80
"205",42085,3516
"206",42087,138
"207",42089,250
"208",42091,14931
"209",42093,55
"210",42095,1509
"211",42097,152
"212",42099,17
"213",42101,376041
"214",42103,27
"215",42105,34
"216",42107,190
"217",42109,53
"218",42111,148
"219",42113,4
"220",42115,88
"221",42117,119
"222",42119,514
"223",42121,938
"224",42123,28
"225",42125,8712
"226",42127,315
"227",42129,6203
"228",42131,18
"229",42133,3800
"230",42000,638485
"231",17001,1374
"232",17003,6420
"233",17005,65
"234",17007,29
"235",17009,5
"236",17011,66
"237",17013,2
"238",17015,73
"239",17017,5
"240",17019,4533
"241",17021,131
"242",17023,9
"243",17025,5
"244",17027,101
"245",17029,176
"246",17031,520979
"247",17033,8
"248",17035,5
"249",17037,189
"250",17039,44
"251",17041,8
"252",17043,450
"253",17045,124
"254",17047,21
"255",17049,11
"256",17051,132
"257",17053,37
"258",17055,59
"259",17057,84
"260",17059,136
"261",17061,14
"262",17063,33
"263",17065,2
"264",17067,27
"265",17069,23
"266",17071,15
"267",17073,397
"268",17075,99
"269",17077,2968
"270",17079,5
"271",17081,916
"272",17083,52
"273",17085,71
"274",17087,60
"275",17089,2551
"276",17091,3997
"277",17093,9
"278",17095,1306
"279",17097,6006
"280",17099,313
"281",17101,179
"282",17103,598
"283",17105,632
"284",17107,471
"285",17109,124
"286",17111,33
"287",17113,893
"288",17115,3482
"289",17117,31
"290",17119,9532
"291",17121,1274
"292",17123,4
"293",17125,5
"294",17127,1182
"295",17129,39
"296",17131,16
"297",17133,6
"298",17135,210
"299",17137,1044
"300",17139,0
"301",17141,16
"302",17143,6276
"303",17145,539
"304",17147,4
"305",17149,24
"306",17151,101
"307",17153,5136
"308",17155,10
"309",17157,1506
"310",17159,9
"311",17161,2426
"312",17163,34566
"313",17165,973
"314",17167,4479
"315",17169,3
"316",17171,2
"317",17173,32
"318",17175,9
"319",17177,875
"320",17179,38
"321",17181,215
"322",17183,3631
"323",17185,15
"324",17187,332
"325",17189,16
"326",17191,11
"327",17193,87
"328",17195,76
"329",17197,5886
"330",17199,897
"331",17201,3882
"332",17203,8
"333",17000,645980
"334",18001,8
"335",18003,5269
"336",18005,241
"337",18007,12
"338",18009,2
"339",18011,61
"340",18013,12
"341",18015,9
"342",18017,372
"343",18019,2199
"344",18021,218
"345",18023,53
"346",18025,3
"347",18027,134
"348",18029,189
"349",18031,5
"350",18033,177
"351",18035,4460
"352",18037,2
"353",18039,1093
"354",18041,526
"355",18043,1446
"356",18045,11
"357",18047,6
"358",18049,9
"359",18051,644
"360",18053,2139
"361",18055,9
"362",18057,343
"363",18059,40
"364",18061,95
"365",18063,155
"366",18065,429
"367",18067,1536
"368",18069,39
"369",18071,126
"370",18073,4
"371",18075,65
"372",18077,399
"373",18079,249
"374",18081,301
"375",18083,236
"376",18085,60
"377",18087,5
"378",18089,50726
"379",18091,2453
"380",18093,134
"381",18095,2774
"382",18097,65010
"383",18099,119
"384",18101,18
"385",18103,127
"386",18105,711
"387",18107,177
"388",18109,23
"389",18111,5
"390",18113,14
"391",18115,56
"392",18117,157
"393",18119,23
"394",18121,29
"395",18123,20
"396",18125,18
"397",18127,32
"398",18129,326
"399",18131,8
"400",18133,454
"401",18135,123
"402",18137,4
"403",18139,241
"404",18141,8665
"405",18143,2
"406",18145,328
"407",18147,241
"408",18149,6
"409",18151,12
"410",18153,47
"411",18155,18
"412",18157,392
"413",18159,5
"414",18161,39
"415",18163,9167
"416",18165,23
"417",18167,4415
"418",18169,53
"419",18171,0
"420",18173,274
"421",18175,1
"422",18177,3298
"423",18179,2
"424",18181,5
"425",18183,2
"426",18000,174168
"427",26001,1
"428",26003,20
"429",26005,386
"430",26007,12
"431",26009,4
"432",26011,2
"433",26013,3
"434",26015,7
"435",26017,334
"436",26019,43
"437",26021,7001
"438",26023,79
"439",26025,6576
"440",26027,2309
"441",26029,21
"442",26031,26
"443",26033,25
"444",26035,3
"445",26037,18
"446",26039,4
"447",26041,33
"448",26043,12
"449",26045,54
"450",26047,39
"451",26049,14060
"452",26051,16
"453",26053,11
"454",26055,61
"455",26057,41
"456",26059,31
"457",26061,10
"458",26063,5
"459",26065,3239
"460",26067,659
"461",26069,5
"462",26071,8
"463",26073,117
"464",26075,4992
"465",26077,2694
"466",26079,5
"467",26081,7067
"468",26083,3
"469",26085,1302
"470",26087,317
"471",26089,3
"472",26091,266
"473",26093,127
"474",26095,10
"475",26097,6
"476",26099,4262
"477",26101,92
"478",26103,270
"479",26105,55
"480",26107,202
"481",26109,8
"482",26111,56
"483",26113,2
"484",26115,1099
"485",26117,56
"486",26119,0
"487",26121,7382
"488",26123,423
"489",26125,18124
"490",26127,70
"491",26129,2
"492",26131,2
"493",26133,24
"494",26135,0
"495",26137,6
"496",26139,145
"497",26141,3
"498",26143,2
"499",26145,9086
"500",26147,1728
"501",26149,309
"502",26151,7
"503",26153,17
"504",26155,25
"505",26157,140
"506",26159,1764
"507",26161,9441
"508",26163,335414
"509",26165,13
"510",26000,442296
"511",39001,87
"512",39003,4391
"513",39005,61
"514",39007,771
"515",39009,980
"516",39011,28
"517",39013,2068
"518",39015,556
"519",39017,7475
"520",39019,371
"521",39021,1021
"522",39023,10004
"523",39025,758
"524",39027,633
"525",39029,1350
"526",39031,306
"527",39033,245
"528",39035,151187
"529",39037,209
"530",39039,12
"531",39041,704
"532",39043,2221
"533",39045,387
"534",39047,796
"535",39049,51636
"536",39051,23
"537",39053,1247
"538",39055,803
"539",39057,5200
"540",39059,622
"541",39061,90083
"542",39063,229
"543",39065,212
"544",39067,536
"545",39069,6
"546",39071,766
"547",39073,95
"548",39075,3
"549",39077,504
"550",39079,247
"551",39081,4753
"552",39083,414
"553",39085,931
"554",39087,1658
"555",39089,903
"556",39091,545
"557",39093,6915
"558",39095,26510
"559",39097,1240
"560",39099,24335
"561",39101,685
"562",39103,486
"563",39105,415
"564",39107,20
"565",39109,1123
"566",39111,21
"567",39113,37518
"568",39115,361
"569",39117,15
"570",39119,2642
"571",39121,9
"572",39123,251
"573",39125,213
"574",39127,334
"575",39129,733
"576",39131,280
"577",39133,1485
"578",39135,96
"579",39137,1
"580",39139,3859
"581",39141,2903
"582",39143,499
"583",39145,1484
"584",39147,448
"585",39149,258
"586",39151,12589
"587",39153,26379
"588",39155,7155
"589",39157,819
"590",39159,310
"591",39161,98
"592",39163,20
"593",39165,861
"594",39167,865
"595",39169,478
"596",39171,9
"597",39173,308
"598",39175,5
"599",39000,513072
"600",55001,16
"601",55003,7
"602",55005,9
"603",55007,16
"604",55009,92
"605",55011,0
"606",55013,7
"607",55015,1
"608",55017,142
"609",55019,48
"610",55021,9
"611",55023,2
"612",55025,716
"613",55027,182
"614",55029,5
"615",55031,53
"616",55033,8
"617",55035,18
"618",55037,0
"619",55039,59
"620",55041,6
"621",55043,30
"622",55045,4
"623",55047,3
"624",55049,7
"625",55051,1
"626",55053,14
"627",55055,37
"628",55057,23
"629",55059,253
"630",55061,5
"631",55063,33
"632",55065,4
"633",55067,3
"634",55069,12
"635",55071,23
"636",55073,15
"637",55075,50
"638",55077,3
"639",55079,22129
"640",55081,55
"641",55083,2
"642",55085,10
"643",55087,14
"644",55089,7
"645",55091,0
"646",55093,8
"647",55095,229
"648",55097,6
"649",55099,4
"650",55101,1844
"651",55103,23
"652",55105,1529
"653",55107,5
"654",55109,6
"655",55111,20
"656",55113,2
"657",55115,11
"658",55117,23
"659",55119,1
"660",55121,3
"661",55123,17
"662",55125,3
"663",55127,112
"664",55129,4
"665",55131,4
"666",55133,129
"667",55135,9
"668",55137,3
"669",55139,41
"670",55141,13
"671",55000,28182
"672",19001,1
"673",19003,2
"674",19005,13
"675",19007,210
"676",19009,0
"677",19011,14
"678",19013,2623
"679",19015,16
"680",19017,1
"681",19019,26
"682",19021,3
"683",19023,8
"684",19025,17
"685",19027,7
"686",19029,22
"687",19031,4
"688",19033,296
"689",19035,3
"690",19037,1
"691",19039,12
"692",19041,9
"693",19043,1
"694",19045,228
"695",19047,11
"696",19049,142
"697",19051,19
"698",19053,2
"699",19055,7
"700",19057,390
"701",19059,2
"702",19061,92
"703",19063,6
"704",19065,29
"705",19067,10
"706",19069,4
"707",19071,3
"708",19073,5
"709",19075,2
"710",19077,2
"711",19079,4
"712",19081,5
"713",19083,24
"714",19085,7
"715",19087,148
"716",19089,0
"717",19091,3
"718",19093,1
"719",19095,8
"720",19097,3
"721",19099,50
"722",19101,30
"723",19103,201
"724",19105,51
"725",19107,3
"726",19109,11
"727",19111,1179
"728",19113,780
"729",19115,2
"730",19117,17
"731",19119,2
"732",19121,2
"733",19123,92
"734",19125,123
"735",19127,245
"736",19129,13
"737",19131,0
"738",19133,2
"739",19135,121
"740",19137,17
"741",19139,88
"742",19141,0
"743",19143,3
"744",19145,106
"745",19147,2
"746",19149,4
"747",19151,52
"748",19153,8323
"749",19155,638
"750",19157,34
"751",19159,2
"752",19161,8
"753",19163,1150
"754",19165,1
"755",19167,3
"756",19169,88
"757",19171,18
"758",19173,7
"759",19175,12
"760",19177,8
"761",19179,484
"762",19181,7
"763",19183,18
"764",19185,7
"765",19187,301
"766",19189,4
"767",19191,5
"768",19193,875
"769",19195,51
"770",19197,6
"771",19000,19692
"772",20001,331
"773",20003,28
"774",20005,1428
"775",20007,36
"776",20009,529
"777",20011,661
"778",20013,173
"779",20015,201
"780",20017,40
"781",20019,52
"782",20021,330
"783",20023,4
"784",20025,13
"785",20027,11
"786",20029,10
"787",20031,7
"788",20033,0
"789",20035,886
"790",20037,565
"791",20039,1
"792",20041,196
"793",20043,403
"794",20045,1724
"795",20047,15
"796",20049,4
"797",20051,33
"798",20053,34
"799",20055,262
"800",20057,263
"801",20059,346
"802",20061,1570
"803",20063,15
"804",20065,265
"805",20067,2
"806",20069,19
"807",20071,34
"808",20073,6
"809",20075,9
"810",20077,20
"811",20079,385
"812",20081,0
"813",20083,5
"814",20085,35
"815",20087,98
"816",20089,5
"817",20091,706
"818",20093,0
"819",20095,31
"820",20097,2
"821",20099,1534
"822",20101,5
"823",20103,3663
"824",20105,4
"825",20107,86
"826",20109,95
"827",20111,528
"828",20113,41
"829",20115,32
"830",20117,29
"831",20119,10
"832",20121,794
"833",20123,32
"834",20125,3581
"835",20127,81
"836",20129,5
"837",20131,70
"838",20133,355
"839",20135,3
"840",20137,19
"841",20139,40
"842",20141,25
"843",20143,22
"844",20145,207
"845",20147,21
"846",20149,16
"847",20151,284
"848",20153,1
"849",20155,968
"850",20157,4
"851",20159,89
"852",20161,706
"853",20163,48
"854",20165,6
"855",20167,53
"856",20169,612
"857",20171,2
"858",20173,9746
"859",20175,80
"860",20177,7386
"861",20179,0
"862",20181,2
"863",20183,2
"864",20185,23
"865",20187,5
"866",20189,79
"867",20191,259
"868",20193,6
"869",20195,17
"870",20197,204
"871",20199,23
"872",20201,0
"873",20203,10
"874",20205,83
"875",20207,2
"876",20209,29367
"877",20000,73158
"878",27001,5
"879",27003,50
"880",27005,31
"881",27007,16
"882",27009,3
"883",27011,1
"884",27013,11
"885",27015,6
"886",27017,18
"887",27019,6
"888",27021,29
"889",27023,4
"890",27025,3
"891",27027,6
"892",27029,2
"893",27031,0
"894",27033,2
"895",27035,11
"896",27037,30
"897",27039,5
"898",27041,7
"899",27043,4
"900",27045,5
"901",27047,5
"902",27049,21
"903",27051,3
"904",27053,6961
"905",27055,3
"906",27057,2
"907",27059,19
"908",27061,15
"909",27063,3
"910",27065,0
"911",27067,15
"912",27069,1
"913",27071,15
"914",27073,0
"915",27075,8
"916",27077,1
"917",27079,8
"918",27081,2
"919",27083,8
"920",27085,6
"921",27087,3
"922",27089,3
"923",27091,6
"924",27093,0
"925",27095,8
"926",27097,3
"927",27099,21
"928",27101,0
"929",27103,38
"930",27105,6
"931",27107,2
"932",27109,68
"933",27111,29
"934",27113,1
"935",27115,10
"936",27117,10
"937",27119,9
"938",27121,0
"939",27123,5748
"940",27125,1
"941",27127,42
"942",27129,6
"943",27131,28
"944",27133,3
"945",27135,2
"946",27137,383
"947",27139,6
"948",27141,38
"949",27143,3
"950",27145,50
"951",27147,9
"952",27149,1
"953",27151,8
"954",27153,4
"955",27155,2
"956",27157,5
"957",27159,2
"958",27161,6
"959",27163,74
"960",27165,5
"961",27167,3
"962",27169,18
"963",27171,4
"964",27173,3
"965",27000,14022
"966",29001,37
"967",29003,12
"968",29005,3
"969",29007,1735
"970",29009,8
"971",29011,1
"972",29013,111
"973",29015,31
"974",29017,1
"975",29019,3010
"976",29021,3146
"977",29023,2252
"978",29025,11
"979",29027,2043
"980",29029,5
"981",29031,1192
"982",29033,310
"983",29035,2
"984",29037,163
"985",29039,3
"986",29041,1054
"987",29043,8
"988",29045,11
"989",29047,774
"990",29049,386
"991",29051,2976
"992",29053,1233
"993",29055,6
"994",29057,76
"995",29059,1
"996",29061,55
"997",29063,10
"998",29065,1
"999",29067,2
"1000",29069,1484
"1001",29071,468
"1002",29073,9
"1003",29075,2
"1004",29077,2126
"1005",29079,35
"1006",29081,4
"1007",29083,249
"1008",29085,0
"1009",29087,9
"1010",29089,1274
"1011",29091,69
"1012",29093,85
"1013",29095,56636
"1014",29097,1048
"1015",29099,825
"1016",29101,593
"1017",29103,27
"1018",29105,136
"1019",29107,1117
"1020",29109,21
"1021",29111,453
"1022",29113,585
"1023",29115,287
"1024",29117,309
"1025",29119,1
"1026",29121,335
"1027",29123,49
"1028",29125,2
"1029",29127,1623
"1030",29129,3
"1031",29131,33
"1032",29133,4907
"1033",29135,217
"1034",29137,473
"1035",29139,474
"1036",29141,172
"1037",29143,6294
"1038",29145,187
"1039",29147,19
"1040",29149,6
"1041",29151,21
"1042",29153,7
"1043",29155,9916
"1044",29157,30
"1045",29159,1649
"1046",29161,42
"1047",29163,1384
"1048",29165,310
"1049",29167,6
"1050",29169,14
"1051",29171,2
"1052",29173,262
"1053",29175,1254
"1054",29177,421
"1055",29179,2
"1056",29181,2
"1057",29183,753
"1058",29185,55
"1059",29187,182
"1060",29189,16819
"1061",29186,142
"1062",29195,1589
"1063",29197,0
"1064",29199,3
"1065",29201,2752
"1066",29203,4
"1067",29205,191
"1068",29207,1643
"1069",29209,2
"1070",29211,8
"1071",29213,5
"1072",29215,0
"1073",29217,27
"1074",29219,259
"1075",29221,142
"1076",29223,5
"1077",29225,8
"1078",29227,2
"1079",29229,94
"1080",29510,153766
"1081",29000,297088
"1082",31001,163
"1083",31003,6
"1084",31005,0
"1085",31007,1
"1086",31009,0
"1087",31011,2
"1088",31013,51
"1089",31015,0
"1090",31017,1
"1091",31019,29
"1092",31021,3
"1093",31023,2
"1094",31025,20
"1095",31027,1
"1096",31029,8
"1097",31031,11
"1098",31033,57
"1099",31035,2
"1100",31037,6
"1101",31039,3
"1102",31041,9
"1103",31043,128
"1104",31045,15
"1105",31047,34
"1106",31049,0
"1107",31051,1
"1108",31053,11
"1109",31055,16472
"1110",31057,0
"1111",31059,20
"1112",31061,1
"1113",31063,1
"1114",31065,2
"1115",31067,40
"1116",31069,0
"1117",31071,2
"1118",31073,2
"1119",31075,0
"1120",31077,0
"1121",31079,84
"1122",31081,7
"1123",31083,9
"1124",31085,0
"1125",31087,6
"1126",31089,1
"1127",31091,0
"1128",31093,1
"1129",31095,5
"1130",31097,0
"1131",31099,5
"1132",31101,6
"1133",31103,0
"1134",31105,2
"1135",31107,5
"1136",31109,1467
"1137",31111,68
"1138",31113,0
"1139",31115,2
"1140",31117,0
"1141",31119,28
"1142",31121,3
"1143",31123,5
"1144",31125,0
"1145",31127,6
"1146",31129,8
"1147",31131,28
"1148",31133,0
"1149",31135,0
"1150",31137,3
"1151",31139,0
"1152",31141,4
"1153",31143,5
"1154",31145,6
"1155",31147,36
"1156",31149,0
"1157",31151,1
"1158",31153,162
"1159",31155,2
"1160",31157,88
"1161",31159,9
"1162",31161,2
"1163",31163,0
"1164",31165,0
"1165",31167,1
"1166",31169,2
"1167",31171,0
"1168",31173,7
"1169",31175,2
"1170",31177,17
"1171",31179,3
"1172",31181,1
"1173",31183,0
"1174",31185,33
"1175",31000,19234
"1176",38001,0
"1177",38003,5
"1178",38005,11
"1179",38007,1
"1180",38009,5
"1181",38011,2
"1182",38013,1
"1183",38015,19
"1184",38017,25
"1185",38019,2
"1186",38021,1
"1187",38023,0
"1188",38025,6
"1189",38027,1
"1190",38029,0
"1191",38031,1
"1192",38033,0
"1193",38035,10
"1194",38037,0
"1195",38039,2
"1196",38041,0
"1197",38043,1
"1198",38045,3
"1199",38047,1
"1200",38049,7
"1201",38051,0
"1202",38053,0
"1203",38055,9
"1204",38057,3
"1205",38059,4
"1206",38061,6
"1207",38063,1
"1208",38065,1
"1209",38067,6
"1210",38069,1
"1211",38071,6
"1212",38073,0
"1213",38075,1
"1214",38077,4
"1215",38079,25
"1216",38081,2
"1217",38083,1
"1218",38085,10
"1219",38087,0
"1220",38089,3
"1221",38091,0
"1222",38093,10
"1223",38095,2
"1224",38097,1
"1225",38099,2
"1226",38101,51
"1227",38103,0
"1228",38105,4
"1229",38000,257
"1230",46001,0
"1231",46003,1
"1232",46005,45
"1233",46007,1
"1234",46009,4
"1235",46011,4
"1236",46013,7
"1237",46015,0
"1238",46017,1
"1239",46019,0
"1240",46021,1
"1241",46023,15
"1242",46025,1
"1243",46027,1
"1244",46029,5
"1245",46031,3
"1246",46033,13
"1247",46035,11
"1248",46037,6
"1249",46039,2
"1250",46041,9
"1251",46043,0
"1252",46045,0
"1253",46047,13
"1254",46049,0
"1255",46051,8
"1256",46053,0
"1257",46055,1
"1258",46057,1
"1259",46059,2
"1260",46061,1
"1261",46063,0
"1262",46065,20
"1263",46067,2
"1264",46069,2
"1265",46071,1
"1266",46073,1
"1267",46075,1
"1268",46077,4
"1269",46079,3
"1270",46081,12
"1271",46083,4
"1272",46085,4
"1273",46087,1
"1274",46089,1
"1275",46091,0
"1276",46093,51
"1277",46095,11
"1278",46097,1
"1279",46099,280
"1280",46101,1
"1281",46103,44
"1282",46105,0
"1283",46107,0
"1284",46109,5
"1285",46111,2
"1286",46113,13
"1287",46115,8
"1288",46117,1
"1289",46119,14
"1290",46121,22
"1291",46123,4
"1292",46125,1
"1293",46127,0
"1294",46129,9
"1295",46131,2
"1296",46135,45
"1297",46137,1
"1298",46000,727
"1299",51001,11567
"1300",51003,4946
"1301",51005,1907
"1302",51007,3945
"1303",51009,5661
"1304",51011,2160
"1305",51013,6517
"1306",51015,1729
"1307",51017,661
"1308",51019,5617
"1309",51021,129
"1310",51023,1595
"1311",51025,11643
"1312",51027,7
"1313",51029,5255
"1314",51031,6843
"1315",51033,6377
"1316",51035,392
"1317",51036,3514
"1318",51037,5748
"1319",51041,8412
"1320",51043,1214
"1321",51045,16
"1322",51047,3697
"1323",51049,4041
"1324",51051,319
"1325",51053,12172
"1326",51055,11245
"1327",51057,3008
"1328",51059,9700
"1329",51061,5576
"1330",51063,490
"1331",51065,2498
"1332",51067,3576
"1333",51069,389
"1334",51071,468
"1335",51073,3242
"1336",51075,4468
"1337",51077,932
"1338",51079,642
"1339",51081,9665
"1340",51083,18087
"1341",51085,6766
"1342",51087,5679
"1343",51089,7565
"1344",51091,118
"1345",51093,7742
"1346",51095,2939
"1347",51097,3370
"1348",51099,1839
"1349",51101,3269
"1350",51103,3561
"1351",51105,407
"1352",51107,3980
"1353",51109,5109
"1354",51111,6184
"1355",51113,1911
"1356",51115,1782
"1357",51117,16557
"1358",51119,2813
"1359",51121,1569
"1360",51123,16480
"1361",51125,3793
"1362",51127,2096
"1363",51129,16264
"1364",51131,9252
"1365",51133,4087
"1366",51135,6789
"1367",51137,3398
"1368",51139,557
"1369",51141,1315
"1370",51143,20409
"1371",51145,2419
"1372",51147,6860
"1373",51149,5915
"1374",51151,9876
"1375",51153,2692
"1376",51155,2069
"1377",51157,1081
"1378",51159,2124
"1379",51161,3498
"1380",51163,2006
"1381",51165,638
"1382",51167,677
"1383",51169,269
"1384",51171,383
"1385",51173,481
"1386",51175,16160
"1387",51177,2842
"1388",51179,1519
"1389",51181,3963
"1390",51183,8387
"1391",51185,2871
"1392",51187,1187
"1393",51189,12367
"1394",51191,1196
"1395",51193,4615
"1396",51195,2352
"1397",51197,1092
"1398",51199,3067
"1399",51510,7622
"1400",51520,1124
"1401",51530,216
"1402",51540,4712
"1403",51560,1049
"1404",51570,9
"1405",51590,10579
"1406",51610,133
"1407",51630,1952
"1408",51650,2215
"1409",51660,681
"1410",51670,1505
"1411",51680,10473
"1412",51690,5043
"1413",51700,18214
"1414",51710,62826
"1415",51730,14776
"1416",51740,30494
"1417",51750,631
"1418",51760,72996
"1419",51770,14575
"1420",51785,2394
"1421",51790,2165
"1422",51800,4521
"1423",51820,1007
"1424",51830,871
"1425",51840,1152
"1426",NA,NA
"1427",51000,734211
"1428",1001,8357
"1429",1003,9195
"1430",1005,15419
"1431",1007,5826
"1432",1009,819
"1433",1011,11813
"1434",1013,13102
"1435",1015,15139
"1436",1017,14494
"1437",1019,1647
"1438",1021,4312
"1439",1023,10060
"1440",1025,13192
"1441",1027,2209
"1442",1029,784
"1443",1031,6473
"1444",1033,8320
"1445",1035,9862
"1446",1037,3931
"1447",1039,6086
"1448",1041,6063
"1449",1043,476
"1450",1045,4834
"1451",1047,36538
"1452",1049,832
"1453",1051,11398
"1454",1053,10190
"1455",1055,13514
"1456",1057,2865
"1457",1059,1335
"1458",1061,3407
"1459",1063,13678
"1460",1065,14638
"1461",1067,9100
"1462",1069,13658
"1463",1071,2297
"1464",1073,208459
"1465",1075,2428
"1466",1077,7216
"1467",1079,5930
"1468",1081,18116
"1469",1083,8142
"1470",1085,14796
"1471",1087,25771
"1472",1089,19797
"1473",1091,20473
"1474",1093,719
"1475",1095,1042
"1476",1097,77591
"1477",1099,13155
"1478",1101,60592
"1479",1103,7914
"1480",1105,13787
"1481",1107,11657
"1482",1109,13517
"1483",1111,5816
"1484",1113,20996
"1485",1115,4847
"1486",1117,6608
"1487",1119,17957
"1488",1121,20049
"1489",1123,10034
"1490",1125,25866
"1491",1127,6837
"1492",1129,4983
"1493",1131,18558
"1494",1133,101
"1495",1000,979617
"1496",5001,5514
"1497",5003,9755
"1498",5005,5
"1499",5007,20
"1500",5009,0
"1501",5011,5394
"1502",5013,2454
"1503",5015,13
"1504",5017,12130
"1505",5019,6265
"1506",5021,5
"1507",5023,2
"1508",5025,2185
"1509",5027,11237
"1510",5029,4286
"1511",5031,1549
"1512",5033,664
"1513",5035,31431
"1514",5037,7971
"1515",5039,4868
"1516",5041,12055
"1517",5043,6049
"1518",5045,2830
"1519",5047,190
"1520",5049,4
"1521",5051,5580
"1522",5053,738
"1523",5055,56
"1524",5057,10233
"1525",5059,2855
"1526",5061,2722
"1527",5063,642
"1528",5065,95
"1529",5067,3739
"1530",5069,37835
"1531",5071,243
"1532",5073,5967
"1533",5075,275
"1534",5077,14404
"1535",5079,9079
"1536",5081,3939
"1537",5083,492
"1538",5085,6644
"1539",5087,3
"1540",5089,0
"1541",5091,8795
"1542",5093,22096
"1543",5095,9507
"1544",5097,33
"1545",5099,5309
"1546",5101,1
"1547",5103,13509
"1548",5105,244
"1549",5107,27448
"1550",5109,488
"1551",5111,3249
"1552",5113,10
"1553",5115,717
"1554",5117,2246
"1555",5119,47131
"1556",5121,164
"1557",5123,21036
"1558",5125,1319
"1559",5127,131
"1560",5129,1
"1561",5131,4255
"1562",5133,1176
"1563",5135,12
"1564",5137,4
"1565",5139,15828
"1566",5141,106
"1567",5143,422
"1568",5145,1307
"1569",5147,7125
"1570",5149,553
"1571",5000,426639
"1572",12001,16526
"1573",12003,1541
"1574",12005,7139
"1575",12007,2800
"1576",12009,5984
"1577",12011,21178
"1578",12013,1117
"1579",12015,661
"1580",12017,1554
"1581",12019,2094
"1582",12021,1810
"1583",12023,6112
"1584",12025,64947
"1585",12027,2000
"1586",12029,562
"1587",12031,81648
"1588",12033,24998
"1589",12035,1531
"1590",12037,1496
"1591",12039,20465
"1592",12041,337
"1593",12043,764
"1594",12045,1996
"1595",12047,3790
"1596",12049,748
"1597",12051,1448
"1598",12053,1536
"1599",12055,3460
"1600",12057,38238
"1601",12059,605
"1602",12061,2959
"1603",12063,11542
"1604",12065,6512
"1605",12067,325
"1606",12069,8533
"1607",12071,4690
"1608",12073,20370
"1609",12075,3602
"1610",12077,580
"1611",12079,6474
