"","fips","n50"
"1612",12081,7903
"1613",12083,14589
"1614",12085,2203
"1615",12087,3157
"1616",12089,4002
"1617",12091,2186
"1618",12093,636
"1619",12095,22731
"1620",12097,1488
"1621",12099,34746
"1622",12101,2773
"1623",12103,18657
"1624",12105,25526
"1625",12107,8602
"1626",12109,8299
"1627",12111,6329
"1628",12113,1578
"1629",12115,4599
"1630",12117,11935
"1631",12119,3050
"1632",12121,4980
"1633",12123,3180
"1634",12125,3230
"1635",12127,16349
"1636",12129,1627
"1637",12131,1956
"1638",12133,2118
"1639",12000,603101
"1640",13001,2606
"1641",13003,1645
"1642",13005,1057
"1643",13007,3632
"1644",13009,11856
"1645",13011,402
"1646",13013,2350
"1647",13015,4014
"1648",13017,4765
"1649",13019,1945
"1650",13021,40839
"1651",13023,2869
"1652",13025,783
"1653",13027,8892
"1654",13029,2362
"1655",13031,9122
"1656",13033,16732
"1657",13035,4137
"1658",13037,5790
"1659",13039,3692
"1660",13043,2785
"1661",13045,6612
"1662",13047,318
"1663",13049,1383
"1664",13051,58450
"1665",13053,1856
"1666",13055,1954
"1667",13057,823
"1668",13059,9928
"1669",13061,4071
"1670",13063,3768
"1671",13065,2104
"1672",13067,6214
"1673",13069,5786
"1674",13071,8007
"1675",13073,4556
"1676",13075,3379
"1677",13077,10452
"1678",13079,3508
"1679",13081,7755
"1680",13083,152
"1681",13085,0
"1682",13087,10958
"1683",13089,14361
"1684",13091,5405
"1685",13093,7509
"1686",13095,18693
"1687",13097,1984
"1688",13099,9215
"1689",13101,724
"1690",13103,3464
"1691",13105,6225
"1692",13107,6931
"1693",13109,2470
"1694",13111,66
"1695",13113,2544
"1696",13115,9273
"1697",13117,47
"1698",13119,1807
"1699",13121,145016
"1700",13123,20
"1701",13125,959
"1702",13127,9281
"1703",13129,1088
"1704",13131,6418
"1705",13133,6545
"1706",13135,3044
"1707",13137,616
"1708",13139,3916
"1709",13141,8047
"1710",13143,1257
"1711",13145,6373
"1712",13147,3565
"1713",13149,1845
"1714",13151,7074
"1715",13153,7380
"1716",13155,4327
"1717",13157,2941
"1718",13159,4219
"1719",13161,1939
"1720",13163,10842
"1721",13165,5502
"1722",13167,3323
"1723",13169,4144
"1724",13171,4170
"1725",13173,1615
"1726",13175,13302
"1727",13177,4757
"1728",13179,5166
"1729",13181,3153
"1730",13183,1248
"1731",13185,14354
"1732",13187,138
"1733",13189,5184
"1734",13191,3672
"1735",13193,9396
"1736",13195,2330
"1737",13197,3858
"1738",13199,10718
"1739",13201,2686
"1740",13205,11315
"1741",13207,5350
"1742",13209,3200
"1743",13211,6187
"1744",13213,173
"1745",13215,30692
"1746",13217,6685
"1747",13219,1822
"1748",13221,4313
"1749",13223,1248
"1750",13225,7173
"1751",13227,401
"1752",13229,2402
"1753",13231,3877
"1754",13233,4967
"1755",13235,4368
"1756",13237,4291
"1757",13239,1998
"1758",13241,92
"1759",13243,9041
"1760",13245,36516
"1761",13247,2477
"1762",13249,2395
"1763",13251,10148
"1764",13253,2991
"1765",13255,8545
"1766",13257,2162
"1767",13259,6664
"1768",13261,13290
"1769",13263,5355
"1770",13265,2971
"1771",13267,4097
"1772",13269,4357
"1773",13271,4280
"1774",13273,9607
"1775",13275,13881
"1776",13277,6406
"1777",13279,4777
"1778",13281,3
"1779",13283,1939
"1780",13285,16095
"1781",13287,3881
"1782",13289,5144
"1783",13291,1
"1784",13293,6630
"1785",13295,2322
"1786",13297,6293
"1787",13299,8036
"1788",13301,5608
"1789",13303,11910
"1790",13305,2807
"1791",13307,2608
"1792",13309,2173
"1793",13311,347
"1794",13313,1423
"1795",13315,3524
"1796",13317,6904
"1797",13319,4742
"1798",13321,9403
"1799",13000,1062762
"1800",22001,8994
"1801",22003,4373
"1802",22005,7916
"1803",22007,7226
"1804",22009,9907
"1805",22011,3023
"1806",22013,9407
"1807",22015,13883
"1808",22017,66361
"1809",22019,20563
"1810",22021,2936
"1811",22023,583
"1812",22025,4145
"1813",22027,12952
"1814",22029,8519
"1815",22031,13812
"1816",22033,52262
"1817",22035,9936
"1818",22037,11137
"1819",22039,7553
"1820",22041,10770
"1821",22043,3454
"1822",22045,12965
"1823",22047,13049
"1824",22049,4592
"1825",22051,16138
"1826",22053,5683
"1827",22055,15727
"1828",22057,5243
"1829",22059,1376
"1830",22061,10362
"1831",22063,2951
"1832",22065,11545
"1833",22067,15418
"1834",22069,17048
"1835",22071,181775
"1836",22073,24647
"1837",22075,5462
"1838",22077,11725
"1839",22079,29967
"1840",22081,6056
"1841",22083,10926
"1842",22085,4291
"1843",22087,1614
"1844",22089,4349
"1845",22091,4785
"1846",22093,7706
"1847",22095,7411
"1848",22097,35009
"1849",22099,9734
"1850",22101,13644
"1851",22103,7922
"1852",22105,16589
"1853",22107,8563
"1854",22109,8814
"1855",22111,6623
"1856",22113,4698
"1857",22115,2216
"1858",22117,12064
"1859",22119,13018
"1860",22121,6240
"1861",22123,3117
"1862",22125,7239
"1863",22127,4415
"1864",22000,882428
"1865",28001,16094
"1866",28003,3900
"1867",28005,10437
"1868",28007,11565
"1869",28009,3846
"1870",28011,42935
"1871",28013,4285
"1872",28015,8829
"1873",28017,8422
"1874",28019,3326
"1875",28021,8932
"1876",28023,7878
"1877",28025,10095
"1878",28027,35531
"1879",28029,16277
"1880",28031,5212
"1881",28033,16499
"1882",28035,12958
"1883",28037,4303
"1884",28039,1230
"1885",28041,1504
"1886",28043,9823
"1887",28045,2033
"1888",28047,13367
"1889",28049,63888
"1890",28051,24467
"1891",28053,16066
"1892",28055,3347
"1893",28057,935
"1894",28059,6727
"1895",28061,9672
"1896",28063,8416
"1897",28065,8610
"1898",28067,14928
"1899",28069,9287
"1900",28071,8083
"1901",28073,2101
"1902",28075,23361
"1903",28077,4755
"1904",28079,8819
"1905",28081,10654
"1906",28083,35207
"1907",28085,9182
"1908",28087,18407
"1909",28089,24925
"1910",28091,8389
"1911",28093,17730
"1912",28095,13707
"1913",28097,6219
"1914",28099,5567
"1915",28101,7460
"1916",28103,14864
"1917",28105,11740
"1918",28107,17472
"1919",28109,4492
"1920",28111,2211
"1921",28113,15695
"1922",28115,3814
"1923",28117,2330
"1924",28119,15618
"1925",28121,13663
"1926",28123,9331
"1927",28125,9170
"1928",28127,7267
"1929",28129,3389
"1930",28131,1363
"1931",28133,38025
"1932",28135,19355
"1933",28137,10364
"1934",28139,3390
"1935",28141,803
"1936",28143,17719
"1937",28145,3635
"1938",28147,7160
"1939",28149,20043
"1940",28151,46821
"1941",28153,6208
"1942",28155,2690
"1943",28157,9755
"1944",28159,9185
"1945",28161,6661
"1946",28163,22071
"1947",28000,986494
"1948",37001,13159
"1949",37003,1021
"1950",37005,268
"1951",37007,13003
"1952",37009,277
"1953",37011,204
"1954",37013,13862
"1955",37015,15809
"1956",37017,12163
"1957",37019,7031
"1958",37021,15228
"1959",37023,3383
"1960",37025,9735
"1961",37027,2992
"1962",37029,2022
"1963",37031,2904
"1964",37033,9922
"1965",37035,5594
"1966",37037,8135
"1967",37039,290
"1968",37041,5465
"1969",37043,66
"1970",37045,14063
"1971",37047,16705
"1972",37049,15804
"1973",37051,26417
"1974",37053,1977
"1975",37055,380
"1976",37057,6390
"1977",37059,2150
"1978",37061,15179
"1979",37063,33781
"1980",37065,26802
"1981",37067,41402
"1982",37069,14293
"1983",37071,14850
"1984",37073,5021
"1985",37075,10
"1986",37077,14841
"1987",37079,8386
"1988",37081,37264
"1989",37083,32988
"1990",37085,12096
"1991",37087,826
"1992",37089,2066
"1993",37091,12860
"1994",37093,8778
"1995",37095,2734
"1996",37097,9990
"1997",37099,411
"1998",37101,14313
"1999",37103,4992
"2000",37105,6119
"2001",37107,19817
"2002",37109,3479
"2003",37111,1438
"2004",37113,354
"2005",37115,188
"2006",37117,14077
"2007",37119,49923
"2008",37121,49
"2009",37123,3954
"2010",37125,8879
"2011",37127,25405
"2012",37129,19804
"2013",37131,18189
"2014",37133,6620
"2015",37135,8597
"2016",37137,3450
"2017",37139,9253
"2018",37141,8897
"2019",37143,4586
"2020",37145,8657
"2021",37147,29503
"2022",37149,1504
"2023",37151,4295
"2024",37153,12072
"2025",37155,27726
"2026",37157,12985
"2027",37159,12846
"2028",37161,5678
"2029",37163,17526
"2030",37165,11524
"2031",37167,4227
"2032",37169,1924
"2033",37171,2605
"2034",37173,139
"2035",37175,746
"2036",37177,2089
"2037",37179,9469
"2038",37181,14602
"2039",37183,39949
"2040",37185,14817
"2041",37187,5752
"2042",37189,226
"2043",37191,27090
"2044",37193,2707
"2045",37195,22036
"2046",37197,1097
"2047",37199,182
"2048",37000,1047353
"2049",45001,7522
"2050",45003,19308
"2051",45005,8513
"2052",45007,19291
"2053",45009,10130
"2054",45011,10650
"2055",45013,15504
"2056",45015,19082
"2057",45017,10447
"2058",45019,68268
"2059",45021,7745
"2060",45023,13756
"2061",45025,14132
"2062",45027,22833
"2063",45029,15044
"2064",45031,23215
"2065",45033,14473
"2066",45035,12478
"2067",45037,9930
"2068",45039,12919
"2069",45041,35765
"2070",45043,16856
"2071",45045,31478
"2072",45047,12551
"2073",45049,10079
"2074",45051,16076
"2075",45053,7169
"2076",45055,15738
"2077",45057,10720
"2078",45059,14596
"2079",45061,15498
"2080",45063,9458
"2081",45065,5996
"2082",45067,18413
"2083",45069,16509
"2084",45071,11824
"2085",45073,4771
"2086",45075,43425
"2087",45077,4462
"2088",45079,50462
"2089",45081,6791
"2090",45083,33627
"2091",45085,33004
"2092",45087,10054
"2093",45089,29627
"2094",45091,21888
"2095",45000,822077
"2096",48001,9864
"2097",48003,34
"2098",48005,5944
"2099",48007,107
"2100",48009,16
"2101",48011,7
"2102",48013,240
"2103",48015,3016
"2104",48017,239
"2105",48019,15
"2106",48021,6196
"2107",48023,108
"2108",48025,470
"2109",48027,8646
"2110",48029,32565
"2111",48031,105
"2112",48033,24
"2113",48035,373
"2114",48037,15184
"2115",48039,6845
"2116",48041,9192
"2117",48043,40
"2118",48045,98
"2119",48047,39
"2120",48049,906
"2121",48051,4203
"2122",48053,220
"2123",48055,3068
"2124",48057,712
"2125",48059,7
"2126",48061,732
"2127",48063,3478
"2128",48065,11
"2129",48067,8657
"2130",48069,64
"2131",48071,1526
"2132",48073,10634
"2133",48075,832
"2134",48077,81
"2135",48079,164
"2136",48081,5
"2137",48083,402
"2138",48085,3792
"2139",48087,671
"2140",48089,4436
"2141",48091,277
"2142",48093,8
"2143",48095,10
"2144",48097,959
"2145",48099,424
"2146",48101,385
"2147",48103,104
"2148",48105,106
"2149",48107,827
"2150",48109,4
"2151",48111,35
"2152",48113,82922
"2153",48115,1091
"2154",48117,6
"2155",48119,934
"2156",48121,2321
"2157",48123,3199
"2158",48125,369
"2159",48127,63
"2160",48129,253
"2161",48131,23
"2162",48133,313
"2163",48135,1571
"2164",48137,13
"2165",48139,10843
"2166",48141,4182
"2167",48143,148
"2168",48145,8590
"2169",48147,3282
"2170",48149,3926
"2171",48151,561
"2172",48153,387
"2173",48155,430
"2174",48157,7520
"2175",48159,424
"2176",48161,6316
"2177",48163,98
"2178",48165,119
"2179",48167,23712
"2180",48169,242
"2181",48171,15
"2182",48173,11
"2183",48175,638
"2184",48177,3926
"2185",48179,623
"2186",48181,6187
"2187",48183,14963
"2188",48185,6116
"2189",48187,3622
"2190",48189,1039
"2191",48191,986
"2192",48193,1
"2193",48195,0
"2194",48197,822
"2195",48199,3079
"2196",48201,149286
"2197",48203,24717
"2198",48205,11
"2199",48207,887
"2200",48209,1144
"2201",48211,1
"2202",48213,4766
"2203",48215,609
"2204",48217,4677
"2205",48219,940
"2206",48221,30
"2207",48223,2631
"2208",48225,8918
"2209",48227,890
"2210",48229,25
"2211",48231,6309
"2212",48233,522
"2213",48235,10
"2214",48237,74
"2215",48239,1714
"2216",48241,5305
"2217",48243,26
"2218",48245,44122
"2219",48247,13
"2220",48249,401
"2221",48251,1761
"2222",48253,1333
"2223",48255,659
"2224",48257,8905
"2225",48259,60
"2226",48261,0
"2227",48263,48
"2228",48265,564
"2229",48267,5
"2230",48269,62
"2231",48271,221
"2232",48273,810
"2233",48275,613
"2234",48277,7971
"2235",48279,1326
"2236",48281,201
"2237",48283,15
"2238",48285,2278
"2239",48287,2695
"2240",48289,4737
"2241",48291,6071
"2242",48293,7468
"2243",48295,2
"2244",48297,31
"2245",48299,54
"2246",48301,0
"2247",48303,7893
"2248",48305,592
"2249",48307,370
"2250",48309,22329
"2251",48311,5
"2252",48313,2618
"2253",48315,5782
"2254",48317,263
"2255",48319,64
"2256",48321,4809
"2257",48323,10
"2258",48325,207
"2259",48327,29
"2260",48329,2123
"2261",48331,5150
"2262",48333,2
"2263",48335,905
"2264",48337,1
"2265",48339,6149
"2266",48341,6
"2267",48343,3126
"2268",48345,259
"2269",48347,8655
"2270",48349,9886
"2271",48351,3824
"2272",48353,783
"2273",48355,7958
"2274",48357,0
"2275",48359,1
"2276",48361,4387
"2277",48363,668
"2278",48365,6643
"2279",48367,263
"2280",48369,17
"2281",48371,136
"2282",48373,4504
"2283",48375,3556
"2284",48377,57
"2285",48379,424
"2286",48381,47
"2287",48383,141
"2288",48385,8
"2289",48387,5230
"2290",48389,276
"2291",48391,1120
"2292",48393,0
"2293",48395,8212
"2294",48397,1688
"2295",48399,509
"2296",48401,12632
"2297",48403,2240
"2298",48405,3063
"2299",48407,3767
"2300",48409,723
"2301",48411,70
"2302",48413,99
"2303",48415,341
"2304",48417,135
"2305",48419,5916
"2306",48421,2
"2307",48423,22291
"2308",48425,2
"2309",48427,3
"2310",48429,359
"2311",48431,13
"2312",48433,101
"2313",48435,33
"2314",48437,104
"2315",48439,39674
"2316",48441,2561
"2317",48443,13
"2318",48445,382
"2319",48447,1
"2320",48449,3197
"2321",48451,3019
"2322",48453,22493
"2323",48455,2688
"2324",48457,2232
"2325",48459,6009
"2326",48461,207
"2327",48463,193
"2328",48465,355
"2329",48467,1543
"2330",48469,3073
"2331",48471,7494
"2332",48473,6328
"2333",48475,319
"2334",48477,6993
"2335",48479,79
"2336",48481,7843
"2337",48483,288
"2338",48485,6276
"2339",48487,1746
"2340",48489,110
"2341",48491,5864
"2342",48493,310
"2343",48495,170
"2344",48497,135
"2345",48499,3124
"2346",48501,13
"2347",48503,140
"2348",48505,1
"2349",48507,95
"2350",48000,977458
"2351",21001,932
"2352",21003,246
"2353",21005,463
"2354",21007,527
"2355",21009,2217
"2356",21011,544
"2357",21013,1635
"2358",21015,181
"2359",21017,2735
"2360",21019,913
"2361",21021,2567
"2362",21023,129
"2363",21025,79
"2364",21027,673
"2365",21029,260
"2366",21031,149
"2367",21033,1010
"2368",21035,797
"2369",21037,1004
"2370",21039,104
"2371",21041,263
"2372",21043,29
"2373",21045,65
"2374",21047,9871
"2375",21049,1842
"2376",21051,471
"2377",21053,47
"2378",21055,128
"2379",21057,574
"2380",21059,2923
"2381",21061,125
"2382",21063,0
"2383",21065,65
"2384",21067,17394
"2385",21069,351
"2386",21071,616
"2387",21073,2462
"2388",21075,2320
"2389",21077,101
"2390",21079,1029
"2391",21081,77
"2392",21083,1752
"2393",21085,81
"2394",21087,743
"2395",21089,164
"2396",21091,185
"2397",21093,2846
"2398",21095,5436
"2399",21097,643
"2400",21099,1455
"2401",21101,3539
"2402",21103,869
"2403",21105,936
"2404",21107,3682
"2405",21109,3
"2406",21111,62620
"2407",21113,1155
"2408",21115,3
"2409",21117,3972
"2410",21119,158
"2411",21121,515
"2412",21123,547
"2413",21125,281
"2414",21127,69
"2415",21129,38
"2416",21131,7
"2417",21133,1185
"2418",21135,23
"2419",21137,1051
"2420",21139,111
"2421",21141,2545
"2422",21143,729
"2423",21145,5964
"2424",21147,31
"2425",21149,99
"2426",21151,2729
"2427",21153,13
"2428",21155,1380
"2429",21157,11
"2430",21159,0
"2431",21161,1845
"2432",21163,323
"2433",21165,19
"2434",21167,1007
"2435",21169,422
"2436",21171,364
"2437",21173,1307
"2438",21175,0
"2439",21177,1636
"2440",21179,1587
"2441",21181,296
"2442",21183,387
"2443",21185,1206
"2444",21187,406
"2445",21189,33
"2446",21191,95
"2447",21193,1525
"2448",21195,1187
"2449",21197,142
"2450",21199,777
"2451",21201,31
"2452",21203,11
"2453",21205,9
"2454",21207,153
"2455",21209,1772
"2456",21211,2324
"2457",21213,1504
"2458",21215,352
"2459",21217,1061
"2460",21219,2277
"2461",21221,1441
"2462",21223,12
"2463",21225,1381
"2464",21227,4445
"2465",21229,1306
"2466",21231,405
"2467",21233,1521
"2468",21235,180
"2469",21237,11
"2470",21239,1673
"2471",21000,201921
"2472",24001,1232
"2473",24003,22439
"2474",24005,17877
"2475",24009,5124
"2476",24011,3452
"2477",24013,2041
"2478",24015,2606
"2479",24017,8216
"2480",24019,7690
"2481",24021,4292
"2482",24023,9
"2483",24025,5448
"2484",24027,3858
"2485",24029,3561
"2486",24031,10330
"2487",24033,22652
"2488",24035,3868
"2489",24039,7326
"2490",24037,5944
"2491",24041,5264
"2492",24043,2178
"2493",24045,8372
"2494",24047,7094
"2495",24510,225099
"2496",24000,385972
"2497",40001,16
"2498",40003,4
"2499",40005,842
"2500",40007,1
"2501",40009,398
"2502",40011,1093
"2503",40013,629
"2504",40015,1137
"2505",40017,1129
"2506",40019,3477
"2507",40021,328
"2508",40023,3771
"2509",40025,0
"2510",40027,107
"2511",40029,249
"2512",40031,4234
"2513",40033,236
"2514",40035,587
"2515",40037,3912
"2516",40039,663
"2517",40041,12
"2518",40043,12
"2519",40045,2
"2520",40047,1481
"2521",40049,1057
"2522",40051,1746
"2523",40053,5
"2524",40055,468
"2525",40057,312
"2526",40059,0
"2527",40061,158
"2528",40063,1193
"2529",40065,1224
"2530",40067,168
"2531",40069,321
"2532",40071,905
"2533",40073,1010
"2534",40075,703
"2535",40077,166
"2536",40079,1212
"2537",40081,1633
"2538",40083,4968
"2539",40085,415
"2540",40087,452
"2541",40089,5743
"2542",40091,2669
"2543",40093,20
"2544",40095,184
"2545",40097,153
"2546",40099,304
"2547",40101,13868
"2548",40103,392
"2549",40105,979
"2550",40107,3717
"2551",40109,25989
"2552",40111,7347
"2553",40113,794
"2554",40115,15
"2555",40117,366
"2556",40119,1130
"2557",40121,3066
"2558",40123,1017
"2559",40125,1327
"2560",40127,264
"2561",40129,11
"2562",40131,498
"2563",40133,3621
"2564",40135,985
"2565",40137,559
"2566",40139,4
"2567",40141,1991
"2568",40143,20987
"2569",40145,3713
"2570",40147,1248
"2571",40149,92
"2572",40151,2
"2573",40153,12
"2574",40000,145503
"2575",47001,1800
"2576",47003,2979
"2577",47005,289
"2578",47007,456
"2579",47009,2857
"2580",47011,1770
"2581",47013,412
"2582",47015,277
"2583",47017,3492
"2584",47019,402
"2585",47021,733
"2586",47023,1431
"2587",47025,353
"2588",47027,241
"2589",47029,635
"2590",47031,1018
"2591",47033,3597
"2592",47035,7
"2593",47037,64381
"2594",47039,568
"2595",47041,300
"2596",47043,1453
"2597",47045,4614
"2598",47047,19440
"2599",47049,2
"2600",47051,2365
"2601",47053,10109
"2602",47055,5649
"2603",47057,208
"2604",47059,1134
"2605",47061,43
"2606",47063,1844
"2607",47065,42492
"2608",47067,110
"2609",47069,8720
"2610",47071,1237
"2611",47073,1061
"2612",47075,16220
"2613",47077,1701
"2614",47079,3674
"2615",47081,804
"2616",47083,360
"2617",47085,580
"2618",47087,103
"2619",47089,974
"2620",47091,178
"2621",47093,21438
"2622",47095,2586
"2623",47097,8721
"2624",47099,558
"2625",47101,147
"2626",47103,3627
"2627",47105,529
"2628",47107,1581
"2629",47109,1307
"2630",47111,192
"2631",47113,19969
"2632",47115,1368
"2633",47117,2100
"2634",47119,8579
"2635",47121,294
"2636",47123,796
"2637",47125,9750
"2638",47127,323
"2639",47129,338
"2640",47131,3260
"2641",47133,83
"2642",47135,200
"2643",47137,1
"2644",47139,76
"2645",47141,551
"2646",47143,709
"2647",47145,1514
"2648",47147,4842
"2649",47149,6668
"2650",47151,6
"2651",47153,3
"2652",47155,197
"2653",47157,180002
"2654",47159,709
"2655",47161,269
"2656",47163,2287
"2657",47165,3963
"2658",47167,10875
"2659",47169,984
"2660",47171,11
"2661",47173,1
"2662",47175,23
"2663",47177,1245
"2664",47179,2876
"2665",47181,270
"2666",47183,2036
"2667",47185,494
"2668",47187,5124
"2669",47189,4048
"2670",47000,530603
"2671",54001,1116
"2672",54003,1169
"2673",54005,569
"2674",54007,111
"2675",54009,568
"2676",54011,4550
"2677",54013,10
"2678",54015,58
"2679",54017,2
"2680",54019,11387
"2681",54021,24
"2682",54023,242
"2683",54025,2014
"2684",54027,127
"2685",54029,1338
"2686",54031,287
"2687",54033,1571
"2688",54035,3
"2689",54037,2735
"2690",54039,15674
"2691",54041,62
"2692",54043,33
"2693",54045,7277
"2694",54047,24127
"2695",54049,3483
"2696",54051,323
"2697",54053,755
"2698",54055,8405
"2699",54057,673
"2700",54059,2717
"2701",54061,1427
"2702",54063,468
"2703",54065,147
"2704",54067,32
"2705",54069,2637
"2706",54071,146
"2707",54073,3
"2708",54075,628
"2709",54077,124
"2710",54079,12
"2711",54081,12574
"2712",54083,385
"2713",54085,5
"2714",54087,23
"2715",54089,1024
"2716",54091,683
"2717",54093,45
"2718",54095,20
"2719",54097,92
"2720",54099,39
"2721",54101,4
"2722",54103,33
"2723",54105,20
"2724",54107,661
"2725",54109,2225
"2726",54000,114867
"2727",4001,759
"2728",4003,466
"2729",4005,719
"2730",4007,152
"2731",4009,240
"2732",4011,85
"2733",4013,14409
"2734",4015,11
"2735",4017,374
"2736",4019,5017
"2737",4021,2508
"2738",4023,164
"2739",4025,157
"2740",4027,913
"2741",4000,25974
"2742",8001,441
"2743",8003,23
"2744",8005,278
"2745",8007,3
"2746",8009,1
"2747",8011,41
"2748",8013,145
"2749",8015,13
"2750",8017,8
"2751",8019,5
"2752",8021,11
"2753",8023,2
"2754",8025,0
"2755",8027,0
"2756",8029,8
"2757",8031,15059
"2758",8033,0
"2759",8035,3
"2760",8037,0
"2761",8039,1
"2762",8041,1230
"2763",8043,112
"2764",8045,5
"2765",8047,2
"2766",8049,0
"2767",8051,6
"2768",8053,0
"2769",8055,105
"2770",8057,8
"2771",8059,123
"2772",8061,22
"2773",8063,3
"2774",8065,5
"2775",8067,15
"2776",8069,35
"2777",8071,149
"2778",8073,1
"2779",8075,9
"2780",8077,71
"2781",8079,0
"2782",8081,3
"2783",8083,14
"2784",8085,9
"2785",8087,25
"2786",8089,189
"2787",8091,0
"2788",8093,0
"2789",8095,0
"2790",8097,3
"2791",8099,33
"2792",8101,1714
"2793",8103,8
"2794",8105,6
"2795",8107,89
"2796",8109,3
"2797",8111,6
"2798",8113,1
"2799",8115,14
"2800",8117,15
"2801",8119,1
"2802",8121,4
"2803",8123,95
"2804",8125,2
"2805",8000,20177
"2806",16001,206
"2807",16003,2
"2808",16005,419
"2809",16007,2
"2810",16009,15
"2811",16011,60
"2812",16013,3
"2813",16015,2
"2814",16017,9
"2815",16019,68
"2816",16021,0
"2817",16023,0
"2818",16025,4
"2819",16027,55
"2820",16029,0
"2821",16031,18
"2822",16033,2
"2823",16035,1
"2824",16037,2
"2825",16039,3
"2826",16041,2
"2827",16043,7
"2828",16045,2
"2829",16047,3
"2830",16049,6
"2831",16051,5
"2832",16053,6
"2833",16055,9
"2834",16057,20
"2835",16059,1
"2836",16061,4
"2837",16063,3
"2838",16065,4
"2839",16067,2
"2840",16069,26
"2841",16071,0
"2842",16073,4
"2843",16075,5
"2844",16077,3
"2845",16079,7
"2846",16081,0
"2847",16083,55
"2848",16085,2
"2849",16087,3
"2850",NA,NA
"2851",16000,1050
"2852",30001,2
"2853",30003,44
"2854",30005,10
"2855",30007,0
"2856",30009,1
"2857",30011,3
"2858",30013,221
"2859",30015,1
"2860",30017,29
"2861",30019,1
"2862",30021,2
"2863",30023,88
"2864",30025,0
"2865",30027,20
"2866",30029,54
"2867",30031,16
"2868",30033,0
"2869",30035,22
"2870",30037,2
"2871",30039,0
"2872",30041,30
"2873",30043,6
"2874",30045,1
"2875",30047,15
"2876",30049,96
"2877",30051,0
"2878",30053,3
"2879",30055,1
"2880",30057,5
"2881",30059,2
"2882",30061,0
"2883",30063,52
"2884",30065,5
"2885",30067,11
"2886",30069,0
"2887",30071,12
"2888",30073,2
"2889",30075,1
"2890",30077,14
"2891",30079,1
"2892",30081,6
"2893",30083,2
"2894",30085,37
"2895",30087,71
"2896",30089,13
"2897",30091,27
"2898",30093,76
"2899",30095,5
"2900",30097,1
"2901",30099,3
"2902",30101,3
"2903",30103,0
"2904",30105,5
"2905",30107,0
"2906",30109,1
"2907",30111,209
"2908",30113,0
"2909",30000,1232
"2910",32001,10
"2911",32003,3174
"2912",32005,3
"2913",32007,153
"2914",32009,1
"2915",32011,10
"2916",32013,62
"2917",32015,13
"2918",32017,9
"2919",32019,8
"2920",32021,282
"2921",32023,12
"2922",32025,35
"2923",32027,12
"2924",32029,0
"2925",32031,483
"2926",32033,35
"2927",32000,4302
"2928",35001,1605
"2929",35003,2
"2930",35005,1017
"2931",35007,66
"2932",35009,632
"2933",35011,1
"2934",35013,884
"2935",35015,1055
"2936",35017,130
"2937",35019,5
"2938",35021,3
"2939",35023,16
"2940",35025,1700
"2941",35027,28
"2942",35028,12
"2943",35029,215
"2944",35031,250
"2945",35033,4
"2946",35035,367
"2947",35037,87
"2948",35039,25
"2949",35041,14
"2950",35043,5
"2951",35045,19
"2952",35047,42
"2953",35049,152
"2954",35051,8
"2955",35053,16
"2956",35055,5
"2957",35057,8
"2958",35059,3
"2959",35061,32
"2960",35000,8408
"2961",49001,0
"2962",49003,23
"2963",49005,1
"2964",49007,90
"2965",49009,0
"2966",49011,198
"2967",49013,4
"2968",49015,1
"2969",49017,0
"2970",49019,0
"2971",49021,3
"2972",49023,0
"2973",49025,1
"2974",49027,7
"2975",49029,2
"2976",49031,1
"2977",49033,0
"2978",49035,1208
"2979",49037,3
"2980",49039,3
"2981",49041,1
"2982",49043,5
"2983",49045,42
"2984",49047,7
"2985",49049,23
"2986",49051,0
"2987",49053,0
"2988",49055,0
"2989",49057,1106
"2990",49000,2729
"2991",56001,101
"2992",56003,6
"2993",56005,4
"2994",56007,184
"2995",56009,1
"2996",56011,3
"2997",56013,14
"2998",56015,5
"2999",56017,2
"3000",56019,2
"3001",56021,1404
"3002",56023,17
"3003",56025,293
"3004",56027,0
"3005",56029,4
"3006",56031,4
"3007",56033,80
"3008",56035,0
"3009",56037,360
"3010",56039,0
"3011",56041,37
"3012",56043,30
"3013",56045,6
"3014",56047,0
"3015",56000,2557
"3016",6001,69442
"3017",6003,0
"3018",6005,96
"3019",6007,843
"3020",6009,67
"3021",6011,83
"3022",6013,22023
"3023",6015,7
"3024",6017,40
"3025",6019,11492
"3026",6021,38
"3027",6023,86
"3028",6025,2605
"3029",6027,9
"3030",6029,12530
"3031",6031,1819
"3032",6033,4
"3033",6035,525
"3034",6037,217881
"3035",6039,2428
"3036",6041,3257
"3037",6043,13
"3038",6045,178
"3039",6047,2886
"3040",6049,33
"3041",6051,2
"3042",6053,2721
"3043",6055,408
"3044",6057,19
"3045",6059,889
"3046",6061,353
"3047",6063,227
"3048",6065,5939
"3049",6067,7499
"3050",6069,33
"3051",6071,7048
"3052",6073,17030
"3053",6075,43502
"3054",6077,7565
"3055",6079,335
"3056",6081,2395
"3057",6083,1530
"3058",6085,1718
"3059",6087,196
"3060",6089,271
"3061",6091,14
"3062",6093,679
"3063",6095,6604
"3064",6097,460
"3065",6099,624
"3066",6101,91
"3067",6103,42
"3068",6105,17
"3069",6107,2880
"3070",6109,18
"3071",6111,2038
"3072",6113,418
"3073",6115,222
"3074",6000,462172
"3075",41001,28
"3076",41003,15
"3077",41005,85
"3078",41007,112
"3079",41009,57
